code;libelle;etat;insee_commune;nom_commune;mo_raison_sociale;x;y;precision_coord;categorie;puissance_maximum;productible_moyen;debit;coef_energetique;nb_turbines;type_turbine;titre;date_echeance_titre;hauteur_de_chute
32302001;Moulin d'Ornezan;EXPL;32302;Ornézan;LABOURDERE DELAS JOSETTE;506180.7;6270975.5;0;Ouvrage fonctionnant au fil de l'eau;0.600000023841858;334733;2;;1;Francis;Fondée en titre;2100-10-14;3.29999995231628
32319001;Moulin du Tillet;EXPL;32319;Plaisance;G C;460824;6285181;0;Ouvrage fonctionnant au fil de l'eau;0.187999993562698;;6.19999980926514;;;;Autorisée;;3.09999990463257
32347001;Moulin de Roquefort;EXPL;32347;Roquefort;LE MOULIN DE ROQUEFORT;507607.77;6298296.53;0;Ouvrage fonctionnant au fil de l'eau;0.129999995231628;460062;;;;;;;
32382001;Centrale du Moulin (Gers);EXPL;32382;Saint-Jean-Poutge;SPEM;488880.79;6294967.37;0;Ouvrage fonctionnant au fil de l'eau;;629193;;;;;;;3.59999990463257
32383001;Moulin de Samazan;EXPL;32383;Saint-Justin;ARROS ENERGIE;468435.16;6270650;0;Ouvrage fonctionnant au fil de l'eau;;536994;;;2;Kaplan;Autorisée;;4.5
32410001;Usine de Barcelonne du Gers;HORS;32410;Samatan;JUCLA CAMILLE;532839.4;6268283.5;5;;;;;;;;;;
32425001;Usine de Ségoufielle;HORS;32425;Ségoufielle;DELIEUX LOUIS;548470.56;6284123;0;Ouvrage fonctionnant au fil de l'eau;0.200000002980232;;;;;;;;
32439001;Moulin de Tarsac (Ancienne minoterie);EXPL;32439;Tarsac;FG2C;448798;6290417;0;Ouvrage fonctionnant au fil de l'eau;0.0850000008940697;;3.29999995231628;;1;Francis;Autorisée et fondée en titre;2043-07-05;2.61999988555908
32459001;Centrale de Flaran;EXPL;32459;Valence-sur-Baïse;HEPSO;489088.3;6313726;0;Ouvrage fonctionnant au fil de l'eau;0.239999994635582;535848;;;;;Autorisée;2014-12-17;3.5
32459002;Moulin de Camarade;EXPL;32459;Valence-sur-Baïse;AU MOULIN DE CAMARADE;488904;6311200.5;0;Ouvrage fonctionnant au fil de l'eau;0.239999994635582;;;;;;;;3.5
32464001;Moulin de Villecomtal;EXPL;32464;Villecomtal-sur-Arros;SCI DE L'EAU DE L'ARROS;472952.88;6259770;0;Ouvrage fonctionnant au fil de l'eau;;265403;;;;;;;4
33001001;ABZAC;HORS;33001;Abzac;ELECTRICITE DE FRANCE;453909.31;6440347.16;0;Ouvrage fonctionnant au fil de l'eau;0.583999991416931;;36;;4;Kaplan;Autorisée;1919-10-16;2.29999995231628
33001002;Centrale du Penot;EXPL;33001;Abzac;SOCIETE CHARENTAISE DE REPARATIONS ET D'EXPLOITATION HYDRAULIQUE;456229.11;6439868.62;0;Ouvrage fonctionnant au fil de l'eau;;922589;;;;;;;1.89999997615814
33124001;Barrage de Monfourat;EXPL;33124;Chamadelle;E.U.R.L. HYDROELECTRIQUE DU MONFOURAT;458748.3;6447501.99;0;Ouvrage fonctionnant au fil de l'eau;;99213;;;;;;;2.5
33138001;Barrage de Lapouyade;EXPL;33138;Coutras;HUILERIE G I D;457866.81;6440269.83;0;Ouvrage fonctionnant au fil de l'eau;0.485000014305115;1620067;;;;;;;1.83000004291534
33307001;Moulin de Castaing;HORS;33307;Noaillan;THOMAS JEAN;431823.08;6383503.89;0;;;;;;;;;;
33307002;Moulin de Castaing;EXPL;33307;Noaillan;S.A.R.L. LE MOULIN DE CASTAING;431776.9;6383504.1;0;Ouvrage fonctionnant au fil de l'eau;0.319999992847443;1053800;;;;;Fondée en titre;;3.70000004768372
33332001;Moulin de Camps;EXPL;33332;Porchères;MOULIN DE CAMPS;461930.46;6440050.32;0;Ouvrage fonctionnant au fil de l'eau;0.314999997615814;1005320;;;;;;;1.78999996185303
33362001;Barrage de Laubardemont;EXPL;33362;Sablons;SHE 33;452222.07;6442231.23;0;Ouvrage fonctionnant au fil de l'eau;0.507000029087067;1266394;;;;;;;1.95000004768372
33537001;LA TRAVE;EXPL;33537;Uzeste;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;433979.8;6373586;0;Ouvrage fonctionnant au fil de l'eau;0.545000016689301;634352;10.3999996185303;;2;Francis;Concédée (autorisable);2001-01-01;5.5
34271001;MONTAHUT;EXPL;34271;Saint-Julien;ELECTRICITE DE FRANCE;694744.4;6274791.5;0;Ouvrage de type Lac;87;103759504;18;"1,380000";2;Pelton;Concédée;2031-12-31;621.5
40001001;Centrale de la Saligue;EXPL;40001;Aire-sur-l'Adour;BGE;438266;6293180;0;Ouvrage fonctionnant au fil de l'eau;1.32000005245209;2471413;;;;;;;3.84999990463257
40077001;Centrale de Cauneille;EXPL;40077;Cauneille;SOCIETE LA MOULINE;368998.11;6280056.26;0;Ouvrage fonctionnant au fil de l'eau;;159818;;;;;;;
40208001;Centrale d'Onard;EXPL;40208;Onard;SOC HYDRO ELECTRIQUE DE L'ADOUR;392357.3;6305453;0;Ouvrage fonctionnant au fil de l'eau;0.485000014305115;943901;25;;;;;;1.97000002861023
40275001;Centrale de St Maurice;EXPL;40275;Saint-Maurice-sur-Adour;SOC HYDRO ELECTRIQUE DU SUD OUEST;422073.28;6304533;0;Ouvrage fonctionnant au fil de l'eau;1.11699998378754;5004821;;;;;;;5.25
40306001;Centrale de Sorde l'Abbaye;EXPL;40306;Sorde-l'Abbaye;CAM HYDRO;372154.25;6278370;0;Ouvrage fonctionnant au fil de l'eau;0.400000005960464;2521430;17;;1;Francis;;;3.70000004768372
46001001;ALBAS;EXPL;46001;Albas;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;559503.89;6376526.78;0;Ouvrage fonctionnant au fil de l'eau;2.26999998092651;5478439;75;;5;Kaplan horizont. & bulbe à pâles mobiles;Concédée (autorisable);2041-12-31;3.40000009536743
46007001;ST GERY;EXPL;46007;Arcambal;ETABLISSEMENTS BEGUERIE;586793.6;6376126.5;0;Ouvrage fonctionnant au fil de l'eau;1.66999995708466;5859264;63;;3;Kaplan;Concédée;2027-12-31;2.70000004768372
46007002;Centrale de la Galessie;EXPL;46007;Arcambal;BRANGER VERGNAUD ET COMPAGNIE;582768.1;6374963.5;0;Ouvrage fonctionnant au fil de l'eau;1.11699998378754;4809043;;;;;Concédée (autorisable);;2.29999995231628
46040001;Moulin de Cabrerets;EXPL;46040;Cabrerets;HYDRO CELE SAULIAC;593110.46;6379265.29;0;Ouvrage fonctionnant au fil de l'eau;0.25;820674;16;;;;Autorisée et fondée en titre;2027-06-27;2.5
46042001;Centrale de Valentre;EXPL;46042;Cahors;S.C.S. MOULIN DU PERIE;575181.86;6373230.05;0;Ouvrage fonctionnant au fil de l'eau;1.60599994659424;5258693;63;;;;Autorisée et fondée en titre;2056-06-11;2.59999990463257
46045001;CAJARC;EXPL;46045;Cajarc;ELECTRICITE DE FRANCE;607089.69;6375972.19;0;Ouvrage fonctionnant au fil de l'eau;8.5;30804468;165;"0,020000";3;Kaplan;Concédée;2022-12-31;9
46049001;Calvignac 1;EXPL;46049;Calvignac;ETABLISSEMENTS ROQUES FRERES;602954.4;6375366.5;0;Ouvrage fonctionnant au fil de l'eau;0.340000003576279;1645763;;;;;;;2.5699999332428
46049002;Calvignac 2;EXPL;46049;Calvignac;ETABLISSEMENTS ROQUES FRERES;602583.44;6375474;0;Ouvrage fonctionnant au fil de l'eau;0.25;779859;;;;;;;2.5699999332428
46049003;Calvignac 3;EXPL;46049;Calvignac;LEM;602926;6375363;0;Ouvrage fonctionnant au fil de l'eau;0.731000006198883;1975773;29;;;;Autorisée;2024-07-11;2.5699999332428
46055002;Moulin d'Assier;EXPL;46055;Capdenac;S.A. ASSIER;628351.21;6386862.43;0;Ouvrage fonctionnant au fil de l'eau;3;7602330;;;;;Autorisée;;3
46055003;Usine de Capdenac Port;EXPL;46055;Capdenac;SOCIETE HYDRO ELECTRIQUE DU MIDI;626262.54;6386791.62;0;Ouvrage fonctionnant au fil de l'eau;4.5;12407682;90;;4;Kaplan;Concédée;2034-12-31;5.5
46071001;LAVAL DE CERE 2;EXPL;46311;Sousceyrac-en-Quercy;ELECTRICITE DE FRANCE;617346.14;6428779.93;0;Ouvrage fonctionnant par éclusées;96;230737744;43.9000015258789;"0,610000";2;Francis;Concédée;2043-12-31;266.799987792969
46088001;Moulin de Cessac;EXPL;46088;Douelle;SOCIETE ANONYME DU MOULIN DE CESSAC;569789.6;6376484.5;0;Ouvrage fonctionnant au fil de l'eau;0.564999997615814;3281133;26;;;;Autorisée et fondée en titre;2039-12-15;2.20000004768372
46116001;Frontenac 1;EXPL;46116;Frontenac;ETABLISSEMENTS ROQUES FRERES;618777.8;6382867.5;0;Ouvrage fonctionnant au fil de l'eau;0.479999989271164;3000296;;;;;;;2.97000002861023
46116002;Frontenac 2;EXPL;46116;Frontenac;LEM;618761.44;6382863.5;0;Ouvrage fonctionnant au fil de l'eau;0.899999976158142;4390453;;;;;;;2.92000007629395
46117001;BRUGALE;EXPL;46117;Gagnac-sur-Cère;ELECTRICITE DE FRANCE;614582.33;6427474.33;0;Ouvrage fonctionnant par éclusées;5.09999990463257;10833625;52.5;"0,022000";7;Kaplan horizont. & bulbe à pâles mobiles;Concédée;2043-12-31;11
46117002;Moulin du Port;EXPL;46117;Gagnac-sur-Cère;BESSE JEAN-FRANCOIS;611135.38;6427741.76;0;Ouvrage fonctionnant au fil de l'eau;;511959;;;;;;;1.79999995231628
46117003;Centrale de Lagrenerie;EXPL;46117;Gagnac-sur-Cère;SAGITERRE;612246.8;6428341;0;Ouvrage fonctionnant au fil de l'eau;;1037058;;;;;Fondée en titre;;1.70000004768372
46159001;Centrale du Cayla;EXPL;46159;Latouille-Lentillac;STE EXPLOIT HYDRO-ELECTRIQUE GASTON;619193.5;6418034.5;0;Ouvrage fonctionnant au fil de l'eau;1.60000002384186;6130624;4;;;;Concédée (autorisable);;199.699996948242
46163001;Centrale de St Saury;EXPL;46163;Laval-de-Cère;SOCIETE HYDRO-ELECTRIQUE BESSE;613129.25;6428759.5;0;Ouvrage fonctionnant au fil de l'eau;;1715160;;;;;;;2.70000004768372
46177001;Moulin de Vailles;EXPL;46177;Loubressac;MAILLOT BRUNO;607030.5;6420686.75;0;Ouvrage fonctionnant au fil de l'eau;0.0719999969005585;2708;;;;;;;2.09999990463257
46182001;LUZECH;EXPL;46182;Luzech;ELECTRICITE DE FRANCE;563629.46;6377223.1;0;Ouvrage fonctionnant au fil de l'eau;15.8000001907349;61118216;210;"0,026000";3;Kaplan;Concédée;2027-12-31;11.3999996185303
46183001;MOULIN DE LA MERLIE;EXPL;46299;Sauliac-sur-Célé;HYDRO CELE SAULIAC;600424.4;6382392.74;0;Ouvrage fonctionnant au fil de l'eau;0.257999986410141;362713;;;;;;;2.20000004768372
46183002;MOULIN DE MARCILHAC;EXPL;46183;Marcilhac-sur-Célé;HYDRO JYAMJ;602485.06;6384462.5;0;Ouvrage fonctionnant au fil de l'eau;0.112000003457069;447961;;;;;Autorisée;;2.20000004768372
46191001;MERCUES 2;HORS;46191;Mercuès;ELECTRICITE DE FRANCE;571468.75;6378017.5;0;Ouvrage fonctionnant au fil de l'eau;0.800000011920929;3200000;20;;6;Kaplan horizont. & bulbe à pâles mobiles;Concédée;2035-12-31;3.54999995231628
46191002;MERCUES 1;EXPL;46191;Mercuès;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;572167.2;6378620.4;0;Ouvrage fonctionnant au fil de l'eau;1.70000004768372;6907858;50;;6;Kaplan horizont. & bulbe à pâles mobiles;Concédée (autorisable);2035-12-31;3.54999995231628
46198001;MONTBRUN;EXPL;46198;Montbrun;ETABLISSEMENTS BEGUERIE;613098.6;6378414;0;Ouvrage fonctionnant au fil de l'eau;2.59999990463257;6355073;70;;2;Kaplan;Concédée;2025-04-26;3.70000004768372
46225001;MEYMES;EXPL;46225;Prayssac;SOCIETE HYDRO ELECTRIQUE DU MIDI;554789;6379872;0;Ouvrage fonctionnant au fil de l'eau;3.90000009536743;16045935;110;;3;Kaplan;Concédée;2003-01-01;3.70000004768372
46225002;Centrale de Floiras;EXPL;46225;Prayssac;FLOIRAS ENERGIE ET COMPAGNIE;556529.96;6376060.34;0;Ouvrage fonctionnant au fil de l'eau;2;8352225;;;;;Concédée (autorisable);;3.40000009536743
46231001;Centrale du Vieux Moulin;EXPL;46231;Puy-l'Évêque;EXPLOIT HYDRO MASSIF CENTRAL;551517.2;6380245;0;Ouvrage fonctionnant au fil de l'eau;;9717459;;;;;;;3.44000005722046
46231002;Moulin de Grimard;EXPL;46231;Puy-l'Évêque;PRODUCTIONS DECREMPS;549949.65;6380677.09;0;Ouvrage fonctionnant au fil de l'eau;1.29999995231628;4826066;;;;;;;2
46276001;Centrale de St Martin Labouval;EXPL;46276;Saint-Martin-Labouval;LESPIAU ET COMPAGNIE;597440.4;6374696;0;Ouvrage fonctionnant au fil de l'eau;1.24000000953674;6254573;40;;;;Concédée (autorisable);2026-12-31;3
46286001;MARTINET;HORS;46286;Saint-Paul-de-Vern;ELECTRICITE DE FRANCE;616998.4;6418166;0;Ouvrage fonctionnant au fil de l'eau;0.228000000119209;;3.59999990463257;;2;Kaplan;;;6
46315001;Centrale de Manaval;EXPL;46315;Teyssieu;SOCIETE ELECTRIQUE DE MANAVAL;617931.71;6423058.19;0;Ouvrage fonctionnant au fil de l'eau;0.495000004768372;682757;0.899999976158142;;;;Autorisée;2041-10-04;60
46321001;Centrale de Touzac;EXPL;46321;Touzac;SOCIETE D'ELECTRICITE DE GUYENNE ET GASCOGNE;544991.16;6379763.84;0;Ouvrage fonctionnant au fil de l'eau;1.88999998569489;4526989;70;;;;Concédée (autorisable);;2.75
47004001;Moulin St Joseph;EXPL;47004;Aiguillon;SOCIETE HYDROELECTRIQUE DU MOULIN ST JOSEPH;488288.88;6359826;0;Ouvrage fonctionnant au fil de l'eau;1.20000004768372;4042693;;;2;;Autorisée;;2.90000009536743
47004002;Moulin de Pelagat;EXPL;47004;Aiguillon;SOCIETE D'ETUDE ET D'EXPLOITATIONS HYDRAULIQUES ET ELECTRIQUES;488156;6359967;0;Ouvrage fonctionnant au fil de l'eau;0.25;1968154;;;;;;;2.59999990463257
47043001;Centrale de La Cellulose de Buzet;EXPL;47043;Buzet-sur-Baïse;HYDROFAB;484916;6355019;0;Ouvrage fonctionnant au fil de l'eau;0.349999994039536;652050;13;;;;Autorisée;;2.75999999046326
47065001;Centrale de Clairac;EXPL;47065;Clairac;SOCIETE D'ELECTRICITE DE GUYENNE ET GASCOGNE;490953.62;6365506;0;Ouvrage fonctionnant au fil de l'eau;1.98000001907349;5883499;87;;;;Concédée (autorisable);;2.5
47106001;Centrale de Fumel;EXPL;47106;Fumel;FUMEL ENERGIE;537986.6;6378945;0;Ouvrage fonctionnant au fil de l'eau;18.6000003814697;25157392;;;;;Concédée;;7.5
47143001;Moulin de Lavardac;EXPL;47143;Lavardac;SOL'AIR ELECTRIC;484164;6346248;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;;;2.5
47145001;Moulin de Layrac;EXPL;47145;Layrac;HYDRO LAYRAC;512605.22;6335519;0;Ouvrage fonctionnant au fil de l'eau;;389267;8.5;;2;Francis;;;3.5
47174001;Moulin de Vialere;EXPL;47174;Moncrabeau;DEGRAEVE HENDRIK KAREL LUK;489927.02;6331151.55;0;Ouvrage fonctionnant au fil de l'eau;;626741;;;;;;;2.77999997138977
47195001;Moulin de Nazareth;EXPL;47195;Nérac;SOL'AIR ELECTRIC;487585;6339475;0;Ouvrage fonctionnant au fil de l'eau;0.151999995112419;;7;;1;;Autorisée et fondée en titre;2050-01-29;2.21000003814697
47283001;Moulin de St Vite;EXPL;47283;Saint-Vite;LE MOULIN DE SAINT-VITE;536116;6377269;0;Ouvrage fonctionnant au fil de l'eau;;1547553;;;;;;;2.73000001907349
47306001;TEMPLE;EXPL;47306;Le Temple-sur-Lot;ELECTRICITE DE FRANCE;500674.07;6369028.92;0;Ouvrage fonctionnant au fil de l'eau;19.7000007629395;65786480;294;"0,024000";3;Kaplan;Concédée;2030-12-31;10.6999998092651
47318001;Moulin de Vianne;EXPL;47318;Vianne;HYDRO ENERGIE;485976.18;6347711.58;0;Ouvrage fonctionnant au fil de l'eau;0.28999999165535;435675;;;;;;;2.44000005722046
47323001;VILLENEUVE SUR LOT;EXPL;47323;Villeneuve-sur-Lot;ELECTRICITE DE FRANCE;518633.87;6369666.57;0;Ouvrage fonctionnant au fil de l'eau;28.8999996185303;93856680;280;"0,030000";2;Kaplan horizont. & bulbe à pâles mobiles;Concédée;2043-12-31;13
48001001;Centrale de Vergne;EXPL;48001;Albaret-le-Comtal;ARCELORMITTAL MEDITERRANEE;708223.7;6418830;0;Ouvrage fonctionnant au fil de l'eau;17.9950008392334;17460;12;;4;Francis;Concédée;2061-12-31;145.5
48016001;Le Villaret (Lot);HORS;48016;Balsièges;ENGELVIN TP RESEAUX;735278.76;6375748.8;0;Ouvrage fonctionnant au fil de l'eau;0.206000000238419;;;;;;;;1.75
48022001;Centrale de La Vernede;EXPL;48050;Bédouès-Cocurès;SOCIETE ELECTRIQUE DE LA VERNEDE;752463;6361948;0;Ouvrage fonctionnant au fil de l'eau;1.48300004005432;3384831;4.5;;;;;;33.5999984741211
48028001;Centrale de Ruas;EXPL;48028;Les Bondons;RUAS ELECTRICITE;752955.24;6364187.64;0;Ouvrage fonctionnant au fil de l'eau;0.649999976158142;1142364;0.472000002861023;;;;;;135
48037001;Centrale de Chadenet;EXPL;48037;Chadenet;SOCIETE DES CENTRALES DU LAC GLACE;749095.06;6380749.5;0;Ouvrage fonctionnant au fil de l'eau;0.800000011920929;1741225;1;;;;Autorisée;;82
48049002;Le moulin du Villaret;EXPL;48099;Bourgs sur Colagne;LES CHUTES DU VILLARET;720467.9;6381146.5;0;Ouvrage fonctionnant au fil de l'eau;0.0439999997615814;185594;;;;;;;7.5
48073001;Centrale du Pont des Moulins;EXPL;48073;Les Hermaux;GASTON;711714;6375022.5;0;Ouvrage fonctionnant au fil de l'eau;0.441000014543533;1450298;;;;;;;32
48073002;Centrale de Tronquettes;EXPL;48073;Les Hermaux;CENTRALE DES TRONQUETTES;712216.02;6376683.24;0;Ouvrage fonctionnant au fil de l'eau;1.34200000762939;1979663;;;;;;;113
48088001;La Malène;EXPL;48088;La Malène;AU MOULIN DE LA MALENE;725826.07;6356045.65;0;Ouvrage fonctionnant au fil de l'eau;0.160999998450279;340553;;;;;;;2.20000004768372
48090001;Centrale du Ranc;EXPL;48090;Le Malzieu-Ville;ARCELORMITTAL MEDITERRANEE;725338.2;6418300;0;Ouvrage fonctionnant au fil de l'eau;2.47000002861023;2520;12;;;;Autorisée;2035-05-09;21
48095001;Sirvens;EXPL;48095;Mende;ENGELVIN JL ET B;741950.63;6381467.91;0;Ouvrage fonctionnant au fil de l'eau;0.382999986410141;343229;6.5;;1;;Autorisée;2034-09-21;6
48111001;Centrale d'Eygas;EXPL;48111;Pelouse;COMMUNE DE PELOUSE;749487.3;6383659.3;0;Ouvrage fonctionnant au fil de l'eau;0.46399998664856;1122302;;;;;;;86
48111002;Varennes;EXPL;48111;Pelouse;CENTRALE DE LA MAUREILLE;746378.1;6383713;0;Ouvrage fonctionnant au fil de l'eau;0.158000007271767;280060;0.140000000596046;;;;;;115.5
48116001;Gour de l'Oule;EXPL;48116;Pont de Montvert - Sud Mont Lozère;S.C.I. DU GOUR DE L'OULE;759404.38;6362925.15;0;Ouvrage fonctionnant au fil de l'eau;0.100000001490116;350000;0.439999997615814;;;;Autorisée;;18
48128001;Pont de Basile;EXPL;48128;Rimeize;S.A.R.L. DU PRAT NAOU;727422.7;6408792.92;0;Ouvrage fonctionnant au fil de l'eau;0.361000001430511;598621;;;;;;;6.1399998664856
48132001;Centrale des Faux;EXPL;48132;Saint-Alban-sur-Limagnole;FIDES ENERGIE;733302.8;6411171.5;0;Ouvrage fonctionnant au fil de l'eau;0.129999995231628;584371;0.200000002980232;;;;;;65
48133001;Centrale de Salhens;EXPL;48127;Monts-de-Randon;SOCIETE DES SALHENS;736826.94;6398604.32;0;Ouvrage fonctionnant au fil de l'eau;0.485000014305115;2205692;;;;;;;102
48145001;Centrale du Crouzet;EXPL;48145;Saint-Denis-en-Margeride;HUGONNET SARL;735316.2;6403356;0;Ouvrage fonctionnant au fil de l'eau;0.300000011920929;718703;;;;;;;50
48146001;Centrale de Prades;HORS;48146;Gorges du Tarn Causses;COMMUNE DE GORGES DU TARN CAUSSES;736301.94;6361468;0;Ouvrage fonctionnant au fil de l'eau;0.483999997377396;463664;;;;;Autorisée;;1
48156001;Centrale de BOOZ;EXPL;48156;Saint-Germain-du-Teil;ENERGIE HYDRAULIQUE DE BOOZ;715393;6372950;0;Ouvrage fonctionnant au fil de l'eau;0.737999975681305;;17.5;;;;Autorisée;2051-08-13;4.30000019073486
48157001;St HELENE;EXPL;48157;Sainte-Hélène;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;748438.91;6380311.06;0;Ouvrage fonctionnant au fil de l'eau;0.600000023841858;2235911;1.79999995231628;;2;Hélice verticale;;2005-12-31;39
48175001;Centrale de Nogaret;EXPL;48175;Saint-Pierre-de-Nogaret;GASTON;711574.44;6375754.5;0;Ouvrage fonctionnant au fil de l'eau;0.439999997615814;1095455;;;;;;;25
48185001;Centrale des Salelles;EXPL;48185;Les Salelles;S.N.C. LES SALELLES;720459;6376869;0;Ouvrage fonctionnant au fil de l'eau;1.29999995231628;3108668;;;;;;;12
48195001;Centrale des Vignes;EXPL;48094;Massegros Causses Gorges;S.N.C. DU CAUSSE;718270.89;6353353.13;0;Ouvrage fonctionnant au fil de l'eau;0.458000004291534;1459115;;;;;;;2.70000004768372
63047001;LA BOURBOULE;EXPL;63047;La Bourboule;SOCIETE DE PRODUCTION ELECTRIQUE;678275.44;6499328.6;0;Ouvrage fonctionnant par éclusées;0.600000023841858;2076858;4;"0,042000";1;Francis;Autorisée;2034-10-16;20
63144001;Moulin de la Rhue;EXPL;63144;Égliseneuve-d'Entraigues;MOULIN DE LA RHUE;686640;6478697;0;Ouvrage fonctionnant au fil de l'eau;0.398999989032745;;2.20000004768372;;;;Autorisée;2040-06-01;18.5
63236001;Moulin de la Compissade;EXPL;63236;Mont-Dore;MOULIN DE LA COMPISSADE;682724;6498714;0;Ouvrage fonctionnant au fil de l'eau;0.486999988555908;;1.45000004768372;;3;Francis;Autorisée;2031-10-28;34
63397001;St SAUVES;EXPL;63397;Saint-Sauves-d'Auvergne;SOCIETE DE PRODUCTION ELECTRIQUE;676138.94;6500149;0;Ouvrage fonctionnant au fil de l'eau;0.300000011920929;510515;4;"0,021000";1;Francis double;Autorisée;2034-10-16;9.39999961853027
64006001;LESCUN;EXPL;64006;Accous;ELECTRICITE DE FRANCE;405095.5;6211693;0;Ouvrage fonctionnant au fil de l'eau;14.6000003814697;66607000;7.19999980926514;"0,700000";2;Pelton;Concédée;2005-12-31;331.200012207031
64006002;EYGUN;EXPL;64006;Accous;ELECTRICITE DE FRANCE;405101.06;6211692.5;0;Ouvrage fonctionnant au fil de l'eau;10.5;47321312;5.19999980926514;"0,410000";2;Pelton;Concédée;2005-12-31;203
64008001;Centrale d'Eromateguy;EXPL;64008;Ahaxe-Alciette-Bascassan;CARRIERES ET TRAVAUX DE NAVARRE;359718.56;6236738.79;0;Ouvrage fonctionnant au fil de l'eau;;891258;;;;;;;11.3800001144409
64040001;ARETTE;EXPL;64040;Arette;ARETTE;394373;6222779;0;Ouvrage fonctionnant au fil de l'eau;1.682000041008;;0.920000016689301;;1;Pelton;Autorisée;2044-07-23;190
64058001;Centrale d'Arthez d'Asson;EXPL;64058;Arthez-d'Asson;SOCIETE HYDRO ELECTRIQUE DU MIDI;435172.84;6226399.5;0;Ouvrage fonctionnant au fil de l'eau;1.47000002861023;2634384;;;;;Concédée (autorisable);;15
64062001;Caü Amont;EXPL;64062;Arudy;LAPRADE ENERGIE S.A.S;419952;6229294;0;Ouvrage fonctionnant au fil de l'eau;2.12599992752075;6465093;22;;4;Hélice horizontale;Autorisée;2034-12-31;9.30000019073486
64062002;Caü Aval;EXPL;64062;Arudy;FILATURE D'OSSAU;419664;6229230;0;Ouvrage fonctionnant au fil de l'eau;1.39999997615814;5755733;15;;2;Francis;Autorisée;2034-12-31;9.60000038146973
64062003;Centrale des Tanneries;EXPL;64062;Arudy;CENTRALES D'ARUDY;421618.78;6229632.5;0;Ouvrage fonctionnant au fil de l'eau;0.20100000500679;2823238;7.19999980926514;;1;Kaplan;;;6.5
64062004;Centrale du stade (amont);EXPL;64062;Arudy;CENTRALES D'ARUDY;421053;6228929;0;Ouvrage fonctionnant au fil de l'eau;0.20100000500679;;7.19999980926514;;1;Kaplan;;;3.70000004768372
64064001;ASASP;EXPL;64064;Asasp-Arros;ELECTRICITE DE FRANCE;404862.22;6230081.5;0;Ouvrage fonctionnant au fil de l'eau;24.5;101208376;31;"0,250000";2;Francis;Concédée;2036-12-31;113
64069001;ASTE BEON;EXPL;64069;Aste-Béon;SOCIETE HYDRO ELECTRIQUE DU MIDI;421169.78;6222744;0;Ouvrage fonctionnant au fil de l'eau;1.12000000476837;3749800;28;;2;Kaplan;;;4
64082001;Moulin d'Auterrive;EXPL;64082;Auterrive;CAM HYDRO;376429.1;6271467;0;Ouvrage fonctionnant au fil de l'eau;0.5;884811;15;;1;Kaplan;;;4.19999980926514
64085001;Centrale d'Aydius;EXPL;64085;Aydius;SOCIETE HYDROELECTRIQUE D'AYDIUS;411429;6217463;0;Ouvrage fonctionnant au fil de l'eau;3.24799990653992;;1.10000002384186;;1;Pelton;Autorisée;2025-06-20;301
64087001;BAIGTS;EXPL;64087;Baigts-de-Béarn;ELECTRICITE DE FRANCE;389342.2;6275442.5;0;Ouvrage fonctionnant au fil de l'eau;7;34684812;90;"0,020000";3;Kaplan;Concédée;2042-12-31;10.5
64087002;Centrale de Baigts (rive gauche ascenseur);EXPL;64087;Baigts-de-Béarn;ELECTRICITE DE FRANCE;389311;6275342;0;Ouvrage fonctionnant au fil de l'eau;0.904999971389771;;10;;1;Kaplan;;;9.19999980926514
64092001;BANCA;EXPL;64092;Banca;ELECTRICITE DE FRANCE;342998.34;6234738;0;Ouvrage fonctionnant au fil de l'eau;3;13049125;4.5;"0,193000";3;Francis;Autorisée;1994-10-16;106
64092002;Centrale des Anciennes Fonderies;EXPL;64092;Banca;SOCIETE SALMONICOLE CABILLON BANCA;343993.92;6235383.72;0;Ouvrage fonctionnant au fil de l'eau;;2269648;;;;;;;14
64092003;Centrale Aira;EXPL;64092;Banca;SARL MINABERRY;343143;6234145;0;Ouvrage fonctionnant au fil de l'eau;;1157221;;;;;;;43.5
64110001;Centrale de Listo;EXPL;64110;Béost;MOULIN DE LISTO;423534.36;6216352.67;0;Ouvrage fonctionnant au fil de l'eau;3;6894644;;;;;;;280
64127001;CASTET;EXPL;64127;Bielle;SOCIETE HYDRO ELECTRIQUE DU MIDI;421317.06;6225642;0;Ouvrage fonctionnant par éclusées;1.8400000333786;6447110;28;"0,015000";2;Kaplan horizont. & bulbe à pâles mobiles;Concédée (autorisable);2012-12-31;6.5
64127002;Centrale d'Aspeigt;EXPL;64127;Bielle;SARL DELORT SARTHOU;417437.12;6220020;0;Ouvrage fonctionnant au fil de l'eau;;1416866;;;;;;;261
64127003;Centrale de Bourdiou;EXPL;64127;Bielle;SARL DELORT SARTHOU;417256.97;6220882;0;Ouvrage fonctionnant au fil de l'eau;;1522802;;;;;;;219
64131001;Centrale de Biron Castetis;EXPL;64131;Biron;GOWATT;396781.84;6271138;0;Ouvrage fonctionnant au fil de l'eau;3.5;12349276;;;;;;;3
